Title,Bedrooms,Sqft,Price,Date,Link
1 MONTH FREE AT STONEFIELD! 2 BDRM ON TOP FLOOR W/SCREENED-IN BALCONY,2,1066.0,1669,2021-01-18 13:10,https://charlottesville.craigslist.org/apa/d/charlottesville-month-free-at/7263983716.html
$1000 OFF AND CLOSE TO SHOPPING! 2 BDRM W/STAINLESS STEEL APPLIANCES!,2,1049.0,1624,2021-01-18 13:14,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-and-close-to/7263986534.html
$100 OFF AND WAIVED PROCESSING FEE! APPLY NOW!,2,1114.0,1689,2021-01-19 12:08,https://charlottesville.craigslist.org/apa/d/charlottesville-100-off-and-waived/7264491777.html
CORNER UNIT! FREE MONTH AND WAIVED PROCESSING FEE!,2,1066.0,1684,2021-01-19 12:10,https://charlottesville.craigslist.org/apa/d/charlottesville-corner-unit-free-month/7264492846.html
END UNIT! $1000 OFF AND WAIVED PROCESSING FEE!,2,1066.0,1724,2021-01-19 12:11,https://charlottesville.craigslist.org/apa/d/charlottesville-end-unit-1000-off-and/7264493959.html
"3 Bedroom, 3 Bath, 2-Story Condominium at Glenwood Station",3,1485.0,1600,2021-01-19 15:46,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-bath-story/7264639529.html
FULL MONTH FREE! HUGE 2 BEDROOM!,2,1114.0,1634,2021-01-20 15:10,https://charlottesville.craigslist.org/apa/d/charlottesville-full-month-free-huge/7265131687.html
$1000 OFF! 2 BEDROOM AVAILABLE NOW!,2,1049.0,1634,2021-01-20 15:12,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-bedroom/7265132698.html
$1000 OFF YOUR FIRST MONTH! APPLY NOW!,2,1066.0,1644,2021-01-28 16:33,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-your-first/7265133632.html
🍒🍓2 Bedroom on Elliott Street Easthampton🌿🌿🌿,2,900.0,700,2021-01-21 00:56,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-on-elliott/7265352104.html
LEASE NOW & SAVE $1000! SUNNY 2 BEDROOM W/SCREENED IN BALCONY!,2,1066.0,1729,2021-01-21 15:57,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-now-save-1000/7265680674.html
$1000 OFF 1ST FULL MONTH! PRETTY 2 BEDROOM WITH STAINLESS STEEL!,2,1049.0,1644,2021-01-21 16:10,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-1st-full-month/7265688205.html
WELCOME HOME & GET 1 MONTH FREE! HUGE 2 BEDROOM WITH VAULTED CEILING!,2,1114.0,1644,2021-01-21 16:20,https://charlottesville.craigslist.org/apa/d/charlottesville-welcome-home-get-month/7265694195.html
HUGE 2 BEDROOM! FREE MONTH OF RENT!,2,1114.0,1619,2021-01-22 14:28,https://charlottesville.craigslist.org/apa/d/charlottesville-huge-bedroom-free-month/7266146475.html
$1000 OFF YOUR FIRST MONTH! 2 BEDROOM AVAILABLE NOW!,2,1049.0,1619,2021-01-22 14:29,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-your-first/7266147452.html
2 BEDROOM WITH STAINLESS STEEL APPLIANCES! $1000 OFF!,2,1066.0,1704,2021-01-22 14:31,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-stainless/7266148745.html
2 bedroom with vaulted ceilings! 1 month free!,2,1114.0,1624,2021-01-23 16:08,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-vaulted/7266731432.html
$1000 off your first month! 2 bedroom available now!,2,1049.0,1624,2021-01-23 16:10,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-your-first/7266732374.html
$1000 off your first month! Apply now!,2,1066.0,1679,2021-02-01 17:27,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-your-first/7266733075.html
FULL MONTH FREE! APPLY NOW!,2,1114.0,1559,2021-01-28 16:30,https://charlottesville.craigslist.org/apa/d/charlottesville-full-month-free-apply/7267158492.html
$1000 OFF YOUR FIRST MONTH! APPLY NOW!,2,1049.0,1624,2021-01-24 15:29,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-your-first/7267159249.html
$1000 OFF! CORNER UNIT! APPLY NOW!,2,1066.0,1709,2021-01-24 15:30,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-corner-unit/7267160043.html
ISO 2 bed 1.5 bath for rent/sale - May 1st,2,,1000,2021-01-24 23:55,https://charlottesville.craigslist.org/apa/d/charlottesville-iso-bed-15-bath-for/7267348187.html
$1000 OFF BEAUTIFUL 2 BEDROOM END UNIT IN CLUB HOUSE!,2,1066.0,1674,2021-01-25 15:24,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-beautiful/7267660934.html
LEASE NOW AND SAVE $1000! SUNNY 2 BEDROOM W/STAINLESS STEEL APPLIANCES,2,1049.0,1589,2021-01-25 15:30,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-now-and-save-1000/7267664515.html
LEASE TODAY & GET 1 MONTH FREE! BIG 2 BEDROOM IN  CLUB HOUSE!,2,1114.0,1589,2021-01-25 15:33,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-today-get-month/7267666506.html
*** THIS BEAUTIFUL HOME HAS A NEW ROOF,3,3802.0,1600,2021-01-26 11:48,https://charlottesville.craigslist.org/apa/d/charlottesville-this-beautiful-home-has/7268013785.html
ESCAPE THE COLD AT STONEFIELD COMMONS! 1 MONTH FREE!,2,1114.0,1584,2021-01-26 16:13,https://charlottesville.craigslist.org/apa/d/charlottesville-escape-the-cold-at/7268207914.html
COZY UP AT STONEFIELD COMMONS! $1000 OFF!,2,1049.0,1584,2021-01-26 16:15,https://charlottesville.craigslist.org/apa/d/charlottesville-cozy-up-at-stonefield/7268208997.html
WARM UP WITH THESE AWESOME SPECIALS! $1000 OFF!,2,1066.0,1669,2021-01-26 16:17,https://charlottesville.craigslist.org/apa/d/charlottesville-warm-up-with-these/7268209975.html
Treesdale Apartments - Income Limits Apply!,2,1082.0,941,2021-01-27 10:41,https://charlottesville.craigslist.org/apa/d/charlottesville-treesdale-apartments/7268493297.html
$1000 OFF! 2 BEDROOM AVAILABLE NOW! PRICE DROP!,2,1114.0,1559,2021-01-27 16:48,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-bedroom/7268732109.html
$1000 OFF YOUR FIRST MONTH! PRICE DROP!,2,1049.0,1559,2021-01-27 16:51,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-your-first/7268733356.html
Stay warm this winter at Stonefield Commons! $1000 off!,2,1049.0,1559,2021-01-29 10:41,https://charlottesville.craigslist.org/apa/d/charlottesville-stay-warm-this-winter/7269503135.html
2 BEDROOM WITH HARDWOOD! $1000 OFF!,2,1049.0,1469,2021-01-29 10:43,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-hardwood/7269504015.html
2 BEDROOM CORNER UNIT! $1000 OFF!,2,1066.0,1644,2021-01-29 10:44,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-corner-unit/7269504773.html
1/2 off First Months Rent 3 Bedroom Apartments Available,3,1190.0,1323,2021-01-29 14:55,https://charlottesville.craigslist.org/apa/d/charlottesville-2-off-first-months-rent/7269667339.html
"BASEMENT APT, 1BR, 1 BA",1,700.0,900,2021-01-29 15:15,https://charlottesville.craigslist.org/apa/d/charlottesville-basement-apt-1br-ba/7269680653.html
1 bedroom 1 bath condo for rent,1,,1000,2021-01-31 13:01,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-bath-condo-for/7270553393.html
ONE BEDROOM ONE BATHROOM AVAILABLE NOW!!!!,1,771.0,1395,2021-02-11 15:54,https://charlottesville.craigslist.org/apa/d/charlottesville-one-bedroom-one/7271057540.html
TWO BEDROOM TWO BATHROOM AVAILABLE NOW!!!,2,1059.0,1680,2021-02-11 15:54,https://charlottesville.craigslist.org/apa/d/charlottesville-two-bedroom-two/7271062676.html
TWO BEDROOM ONE BATHROOM AVAILABLE NOW!!!,2,856.0,1034,2021-02-11 09:25,https://charlottesville.craigslist.org/apa/d/charlottesville-two-bedroom-one/7271155795.html
"Lease Today! $1,000 off 1st Month's Rent!",2,1066.0,1679,2021-02-01 17:44,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-today-1000-off/7271204805.html
Beautiful 2 bedroom home! $1000 off your first month!,2,1049.0,1589,2021-02-02 15:45,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-bedroom-home/7271653523.html
2 bedroom home with hardwood floors! $1000 off!,2,1049.0,1499,2021-02-02 15:47,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-home-with/7271654468.html
Corner unit 2 bedroom home! $1000 off!,2,1066.0,1674,2021-02-02 15:48,https://charlottesville.craigslist.org/apa/d/charlottesville-corner-unit-bedroom/7271655282.html
$1000 off this beautiful 2 bedroom! Available now!,2,1049.0,1589,2021-02-03 17:07,https://charlottesville.craigslist.org/apa/d/charlottesville-1000-off-this-beautiful/7272213054.html
Stay warm at Stonefield Commons! $1000 off this 2 bedroom!,2,1066.0,1674,2021-02-03 17:08,https://charlottesville.craigslist.org/apa/d/charlottesville-stay-warm-at-stonefield/7272213822.html
2 bedroom with hardwood floors! AVAILABLE NOW!,2,1049.0,1574,2021-02-03 17:10,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-hardwood/7272214595.html
1 bedroom with pool view! 1 MONTH FREE!,1,784.0,1309,2021-02-04 14:15,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-pool-view/7272619297.html
Huge 1 bedroom overlooking the pool! AVAILABLE NOW!,1,875.0,1339,2021-02-04 14:16,https://charlottesville.craigslist.org/apa/d/charlottesville-huge-bedroom/7272620452.html
Huge 1 bedroom! AVAILABLE NOW!,1,796.0,1379,2021-02-04 14:18,https://charlottesville.craigslist.org/apa/d/charlottesville-huge-bedroom-available/7272621642.html
2BR/2BA LUXURY APT HOME!! ONLY $1465!!!,2,1083.0,1465,2021-02-04 17:14,https://charlottesville.craigslist.org/apa/d/charlottesville-2br-2ba-luxury-apt-home/7272725740.html
1BR LUXURY APARTMENT- HUGE SAVINGS!!,1,805.0,1299,2021-02-04 17:15,https://charlottesville.craigslist.org/apa/d/charlottesville-1br-luxury-apartment/7272726156.html
2BR/2BA LUXURY APT HOME!! APPLY TODAY!!,2,1083.0,1465,2021-02-05 09:37,https://charlottesville.craigslist.org/apa/d/charlottesville-2br-2ba-luxury-apt-home/7272953115.html
PRICE DROP! Huge 1 bedroom available now!,2,875.0,1309,2021-02-05 13:03,https://charlottesville.craigslist.org/apa/d/charlottesville-price-drop-huge-bedroom/7273079287.html
1 bedroom with pool view! Available now!,2,784.0,1279,2021-02-05 13:05,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-pool-view/7273080632.html
1 bedroom in clubhouse building! Available now!,2,796.0,1349,2021-02-05 13:07,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-in-clubhouse/7273082031.html
One Bedroom on Solomon Road,1,,790,2021-02-05 15:53,https://charlottesville.craigslist.org/apa/d/charlottesville-one-bedroom-on-solomon/7273190109.html
"973 sqft, RENT New Home! NICE HOME!!  For Rent",2,,1350,2021-02-15 06:34,https://washingtondc.craigslist.org/doc/apa/d/charlottesville-973-sqft-rent-new-home/7273390792.html
HUGE 1 bedroom available now!,2,875.0,1304,2021-02-06 16:43,https://charlottesville.craigslist.org/apa/d/charlottesville-huge-bedroom-available/7273730444.html
Beautiful 1 bedroom with 1 month free!,1,784.0,1274,2021-02-06 16:44,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-bedroom-with/7273731100.html
1 bedroom with HUGE living room!,1,796.0,1344,2021-02-06 16:45,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-huge/7273731412.html
1BR LUXURY APARTMENT- ONLY 1 UNIT LEFT!!,1,805.0,1299,2021-02-08 13:54,https://charlottesville.craigslist.org/apa/d/charlottesville-1br-luxury-apartment/7274532912.html
"2 BR/2BA LUXURY APT HOME,  NEW WOOD STYLE FLOORING!!",2,1084.0,1699,2021-02-08 14:04,https://charlottesville.craigslist.org/apa/d/charlottesville-br-2ba-luxury-apt-home/7274533403.html
1 bedroom with pool view! 1 month free!,2,784.0,1284,2021-02-08 15:33,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-pool-view/7274598799.html
1 bedroom in clubhouse building! Premium location!,1,628.0,1219,2021-02-08 15:35,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-in-clubhouse/7274600147.html
2 bedroom available now! 1 month free!,2,1049.0,1524,2021-02-08 15:36,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-available-now/7274601112.html
2BR/2BA LUXURY APT HOME!! APPLY TODAY!!,2,1083.0,1465,2021-02-09 09:59,https://charlottesville.craigslist.org/apa/d/charlottesville-2br-2ba-luxury-apt-home/7274904364.html
2BR/2.5BA LUXURY APT WITH LOFT! ONLY 1 UNIT LEFT!!,2,1225.0,1873,2021-02-09 10:03,https://charlottesville.craigslist.org/apa/d/charlottesville-2br-25ba-luxury-apt/7274906092.html
Fascinating recently renovated,3,,750,2021-02-15 10:32,https://charlottesville.craigslist.org/apa/d/charlottesville-fascinating-recently/7274912836.html
Apt. at Megan Court,2,1800.0,1500,2021-02-09 13:33,https://charlottesville.craigslist.org/apa/d/charlottesville-apt-at-megan-court/7275039505.html
1 bedroom with screened in balcony! Available now!,1,628.0,1230,2021-02-09 14:52,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-with-screened/7275089325.html
Huge 1 bedroom available now!,1,796.0,1365,2021-02-09 14:54,https://charlottesville.craigslist.org/apa/d/charlottesville-huge-bedroom-available/7275090371.html
Beautiful 2 bedroom available now!,2,1049.0,1545,2021-02-09 14:56,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-bedroom/7275091328.html
Stay warm at Stonefield Commons! 1 bedroom available NOW!,1,628.0,1215,2021-02-10 15:50,https://charlottesville.craigslist.org/apa/d/charlottesville-stay-warm-at-stonefield/7275629448.html
Beautiful 1 bedroom! Available NOW!,1,796.0,1350,2021-02-10 15:51,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-bedroom/7275630269.html
Unwind at Stonefield Commons! 1 month free!,2,1049.0,1535,2021-02-10 15:52,https://charlottesville.craigslist.org/apa/d/charlottesville-unwind-at-stonefield/7275631008.html
$250 Signing Bonus + $500 Deposit! | Available NOW,2,800.0,995,2021-02-15 11:16,https://charlottesville.craigslist.org/apa/d/charlottesville-250-signing-bonus-500/7275639006.html
2BR/2BA LUXURY APT HOME!! 1 MONTH FREE!!!,2,1083.0,1599,2021-02-10 18:14,https://charlottesville.craigslist.org/apa/d/charlottesville-2br-2ba-luxury-apt-home/7275705821.html
2BR/2.5BA LUXURY APT WITH LOFT! APPLY TODAY!!,2,1225.0,1873,2021-02-10 18:15,https://charlottesville.craigslist.org/apa/d/charlottesville-2br-25ba-luxury-apt/7275706167.html
Cozy up at Stonefield Commons! $1000 off!,1,628.0,1210,2021-02-11 15:05,https://charlottesville.craigslist.org/apa/d/charlottesville-cozy-up-at-stonefield/7276095997.html
Escape the cold at Stonefield Commons! $1000 off!,1,796.0,1345,2021-02-11 15:07,https://charlottesville.craigslist.org/apa/d/charlottesville-escape-the-cold-at/7276097195.html
2 bedroom available now! 1 month free!,2,1049.0,1530,2021-02-11 15:10,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-available-now/7276099481.html
JUNIOR ONE BEDROOM ONE BATHROOM WITH PATIO AVAILABLE NOW!!!,1,478.0,1224,2021-02-11 16:11,https://charlottesville.craigslist.org/apa/d/charlottesville-junior-one-bedroom-one/7276122151.html
TWO BEDROOM TWO BATHROOM AVAILABLE NOW!!!,2,1059.0,1565,2021-02-11 16:18,https://charlottesville.craigslist.org/apa/d/charlottesville-two-bedroom-two/7276135117.html
"Inglewood Dr, APPEALING HOME FOR RENT",3,1536.0,1059,2021-02-13 13:52,https://charlottesville.craigslist.org/apa/d/charlottesville-inglewood-dr-appealing/7277009682.html
Close to Darden/Law school,1,560.0,879,2021-02-15 09:06,https://charlottesville.craigslist.org/apa/d/charlottesville-close-to-darden-law/7275080038.html
ALL UTILITIES INCLUDED / UVA AREA,2,,1600,2021-01-31 17:30,https://charlottesville.craigslist.org/apa/d/charlottesville-all-utilities-included/7261221390.html
ALL UTILITIES INCLUDED / UVA AREA,2,,1600,2021-02-10 23:57,https://charlottesville.craigslist.org/apa/d/charlottesville-all-utilities-included/7263040046.html
Close to UVA and hospitals,2,,1390,2021-02-13 15:55,https://charlottesville.craigslist.org/apa/d/charlottesville-close-to-uva-and/7277070275.html
blocks off Charlottesville's historic downtown mall,2,,1390,2021-02-13 16:00,https://charlottesville.craigslist.org/apa/d/charlottesville-blocks-off/7277070553.html
Very well maintained,2,,1390,2021-02-13 15:56,https://charlottesville.craigslist.org/apa/d/charlottesville-very-well-maintained/7277073339.html
private secure garage with building security,2,,1390,2021-02-13 15:43,https://charlottesville.craigslist.org/apa/d/charlottesville-private-secure-garage/7277073381.html
Quiet Belmont house,2,1279.0,1850,2021-01-20 08:22,https://charlottesville.craigslist.org/apa/d/charlottesville-quiet-belmont-house/7264900362.html
2 Bedroom 2 Bath Condominium at Lewis & Clark Square with Elevator,2,1050.0,1695,2021-02-07 14:59,https://charlottesville.craigslist.org/apa/d/bedroom-bath-condominium-at-lewis-clark/7274106186.html
Luxury 4th Floor Condominium at Lewis & Clark Square with Elevator,1,1050.0,1595,2021-02-07 15:00,https://charlottesville.craigslist.org/apa/d/luxury-4th-floor-condominium-at-lewis/7274106566.html
house for rent - 5771 Oak Dr.,5,2800.0,2195,2021-01-24 15:11,https://charlottesville.craigslist.org/apa/d/batesville-house-for-rent-oak-dr/7267149211.html
Eclectic & Spacious Private Rooms Located Steps from the Downtown Mall,1,,650,2021-01-13 12:27,https://charlottesville.craigslist.org/apa/d/charlottesville-eclectic-spacious/7248104231.html
"3 BDRM, 2 BATH DUPLEX!!!!!",3,925.0,800,2021-01-04 06:01,https://charlottesville.craigslist.org/apa/d/charlottesville-bdrm-bath-duplex/7256605069.html
Downtown Mall apartment available Now,2,1155.0,1695,2021-02-11 11:15,https://charlottesville.craigslist.org/apa/d/charlottesville-downtown-mall-apartment/7272495635.html
Belmont! Studio!,,765.0,1100,2021-01-04 12:03,https://charlottesville.craigslist.org/apa/d/charlottesville-belmont-studio/7256756954.html
"*Special Reduced Rate* Unique Downtown Apts, Features Rooftop Deck",2,970.0,1399,2021-02-03 10:14,https://charlottesville.craigslist.org/apa/d/charlottesville-special-reduced-rate/7256918222.html
2 Bedroom Basement Apartment,2,,900,2021-01-09 10:03,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-basement/7259334529.html
Looking to Rent,2,,1000,2021-01-12 10:11,https://charlottesville.craigslist.org/apa/d/charlottesville-looking-to-rent/7260812684.html
"Beautiful, furnished apartment. Walk everywhere Cville!",2,900.0,1950,2021-01-13 16:00,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-furnished/7261555949.html
Spacious Two Story Apartment for Rent,2,1800.0,1600,2021-02-09 12:56,https://charlottesville.craigslist.org/apa/d/charlottesville-spacious-two-story/7261961891.html
WANTED: 3 bdrm 2 Bth,3,,1400,2021-01-15 19:27,https://charlottesville.craigslist.org/apa/d/charlottesville-wanted-bdrm-bth/7262708201.html
💝@@@ISO 2 bedroom apartment or small house@@@@ 💝,2,900.0,700,2021-01-17 05:57,https://charlottesville.craigslist.org/apa/d/charlottesville-iso-bedroom-apartment/7263330815.html
Unique One Bedroom on the downtown mall*1st Month Free for Feb Move in,1,,1650,2021-02-12 14:28,https://charlottesville.craigslist.org/apa/d/charlottesville-unique-one-bedroom-on/7264049606.html
2 Bedroom - 2 Bathrooms,2,1145.0,1709,2021-02-09 09:10,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-bathrooms/7265607634.html
"APPLY FOR FREE - The Vue Apartments in Crozet, VA",1,854.0,1315,2021-01-26 11:04,https://charlottesville.craigslist.org/apa/d/charlottesville-apply-for-free-the-vue/7267975649.html
Furnished & Unfurnished Apartments,1,,2000,2021-01-27 11:56,https://charlottesville.craigslist.org/apa/d/charlottesville-furnished-unfurnished/7268547138.html
Furnished apt DOWNTOWN MALL utilities included MONTH TO MONTH,1,750.0,1250,2021-01-29 15:06,https://charlottesville.craigslist.org/apa/d/charlottesville-furnished-apt-downtown/7269673681.html
Beautiful furnished modern loft on DOWNTOWN MALL!,1,1250.0,1850,2021-01-29 15:15,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-furnished/7269680370.html
💫💫Student Rental Available August 10th! 💫💫,1,800.0,600,2021-02-04 12:37,https://charlottesville.craigslist.org/apa/d/charlottesville-student-rental/7272529345.html
600 Elliot-Beautiful 2BR Charlottesville home!,2,1032.0,1850,2021-02-05 14:59,https://charlottesville.craigslist.org/apa/d/charlottesville-600-elliot-beautiful/7273156643.html
Two Bedroom Cottage/Home,2,,1030,2021-02-05 16:07,https://charlottesville.craigslist.org/apa/d/charlottesville-two-bedroom-cottage-home/7273198991.html
"Resort-style pool, Full-size Washer/Dryer, Convenient access to I-64",1,745.0,1105,2021-02-10 22:40,https://charlottesville.craigslist.org/apa/d/charlottesville-resort-style-pool-full/7274783887.html
"Resort-style pool, Package receiving, Walk-in showers",1,867.0,1268,2021-02-15 10:22,https://charlottesville.craigslist.org/apa/d/charlottesville-resort-style-pool/7274784294.html
Stunning 2 Bedroom Condo Available at the Gleason Downtown,2,1253.0,2100,2021-02-15 11:15,https://charlottesville.craigslist.org/apa/d/charlottesville-stunning-bedroom-condo/7275101595.html
Newly Renovated | Patio | Washer and Dryer | Water Included,2,,1149,2021-02-15 11:16,https://charlottesville.craigslist.org/apa/d/charlottesville-newly-renovated-patio/7275626711.html
Duplex Available in Belmont,2,869.0,1250,2021-02-15 11:16,https://charlottesville.craigslist.org/apa/d/charlottesville-duplex-available-in/7275629153.html
Condo Available at the Gleason | Reserved Parking | Views,2,1253.0,2100,2021-02-15 11:16,https://charlottesville.craigslist.org/apa/d/charlottesville-condo-available-at-the/7275630587.html
2 Bedroom Downtown | Reserved Parking | Pet Friendly,2,894.0,1500,2021-02-15 11:16,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-downtown/7275636841.html
Beautiful 2 bedroom available on the Downtown Mall!,2,1611.0,2700,2021-01-18 14:36,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-bedroom/7258334817.html
House & Enclosed Car Port for Rent,3,,900,2021-02-06 05:18,https://charlottesville.craigslist.org/apa/d/charlottesville-house-enclosed-car-port/7268926490.html
2 Bedroom 1 Bath Apartment,2,768.0,965,2021-02-10 13:08,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-bath-apartment/7273112193.html
Duplex 2 bedroom 1 bath $740,2,900.0,740,2021-02-06 05:56,https://charlottesville.craigslist.org/apa/d/charlottesville-duplex-bedroom-bath-740/7273419426.html
2 Bedroom 1 Bath Apartment,2,768.0,975,2021-02-10 13:12,https://charlottesville.craigslist.org/apa/d/charlottesville-bedroom-bath-apartment/7275531347.html
Batesville Creek Cottage (Batesville village),2,1000.0,1800,2021-01-27 22:35,https://charlottesville.craigslist.org/apa/d/batesville-batesville-creek-cottage/7268869074.html
STAINLESS STEEL APPLIANCES INCLUDED IN THIS ONE-BEDROOM APARTMENT,1,475.0,1123,2021-01-04 12:53,https://charlottesville.craigslist.org/apa/d/charlottesville-stainless-steel/7256794429.html
A 1BR/1BA Apartment w/ a Walk-In Closet & USB Ports,1,475.0,1207,2021-01-04 16:22,https://charlottesville.craigslist.org/apa/d/charlottesville-1br-1ba-apartment-a/7256941255.html
A 1BR/1BA Apartment w/ a Walk-In Closet & USB Ports,1,475.0,1207,2021-01-04 16:37,https://charlottesville.craigslist.org/apa/d/charlottesville-1br-1ba-apartment-a/7256950894.html
This 1BR/1BA Apartment Has New White Kitchen Cabinets,1,475.0,1127,2021-01-05 08:14,https://charlottesville.craigslist.org/apa/d/charlottesville-this-1br-1ba-apartment/7257197728.html
USB PORTS IN NEWLY RENOVATED 1X1 APARTMENT NEAR NORTH DOWNTOWN,1,475.0,1217,2021-01-05 14:30,https://charlottesville.craigslist.org/apa/d/charlottesville-usb-ports-in-newly/7257419784.html
Lease This 1BR/1BA Apt. & Enjoy Easy Access to Downtown!,1,475.0,1127,2021-01-06 09:07,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-this-1br-1ba-apt/7257756835.html
Deluxe One-Bedroom Apartment Includes Wainscoting Rib Walls!,1,475.0,1127,2021-01-06 15:46,https://charlottesville.craigslist.org/apa/d/charlottesville-deluxe-one-bedroom/7258001675.html
THE FEATURES OF THIS 1X1 APT. INCLUDE WALLS WITH WAINSCOTING,1,475.0,1127,2021-01-06 16:56,https://charlottesville.craigslist.org/apa/d/charlottesville-the-features-of-this/7258039803.html
This 1BR/1BA Apartment Has New White Kitchen Cabinets,1,475.0,1209,2021-01-08 14:06,https://charlottesville.craigslist.org/apa/d/charlottesville-this-1br-1ba-apartment/7258974578.html
USB PORTS IN NEWLY RENOVATED 1X1 APARTMENT NEAR NORTH DOWNTOWN,1,475.0,1127,2021-01-08 16:50,https://charlottesville.craigslist.org/apa/d/charlottesville-usb-ports-in-newly/7259078573.html
THE FEATURES OF THIS 1X1 APT. INCLUDE WALLS WITH WAINSCOTING,1,475.0,1125,2021-01-11 13:42,https://charlottesville.craigslist.org/apa/d/charlottesville-the-features-of-this/7260422139.html
STAINLESS STEEL APPLIANCES INCLUDED IN THIS ONE-BEDROOM APARTMENT,1,475.0,1125,2021-01-11 17:04,https://charlottesville.craigslist.org/apa/d/charlottesville-stainless-steel/7260551177.html
Deluxe One-Bedroom Apartment Includes Wainscoting Rib Walls!,1,475.0,1127,2021-01-12 08:50,https://charlottesville.craigslist.org/apa/d/charlottesville-deluxe-one-bedroom/7260776713.html
A 1BR/1BA Apartment w/ a Walk-In Closet & USB Ports,1,475.0,1104,2021-01-13 13:00,https://charlottesville.craigslist.org/apa/d/charlottesville-1br-1ba-apartment-a/7261441854.html
This 1BR/1BA Apartment Has New White Kitchen Cabinets,1,475.0,1104,2021-01-13 16:18,https://charlottesville.craigslist.org/apa/d/charlottesville-this-1br-1ba-apartment/7261568502.html
USB PORTS IN NEWLY RENOVATED 1X1 APARTMENT NEAR NORTH DOWNTOWN,1,475.0,1104,2021-01-14 12:57,https://charlottesville.craigslist.org/apa/d/charlottesville-usb-ports-in-newly/7261945541.html
Lease This 1BR/1BA Apt. & Enjoy Easy Access to Downtown!,1,475.0,1104,2021-01-14 14:30,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-this-1br-1ba-apt/7262007948.html
STAINLESS STEEL APPLIANCES INCLUDED IN THIS ONE-BEDROOM APARTMENT,1,475.0,1104,2021-01-18 11:23,https://charlottesville.craigslist.org/apa/d/charlottesville-stainless-steel/7263903713.html
Deluxe One-Bedroom Apartment Includes Wainscoting Rib Walls!,1,475.0,1073,2021-01-18 14:43,https://charlottesville.craigslist.org/apa/d/charlottesville-deluxe-one-bedroom/7264052269.html
A 1BR/1BA Apartment w/ a Walk-In Closet & USB Ports,1,475.0,1104,2021-01-18 16:27,https://charlottesville.craigslist.org/apa/d/charlottesville-1br-1ba-apartment-a/7264123279.html
Lease This 1BR/1BA Apt. & Enjoy Easy Access to Downtown!,1,475.0,1104,2021-01-19 08:53,https://charlottesville.craigslist.org/apa/d/charlottesville-lease-this-1br-1ba-apt/7264382348.html
This 1BR/1BA Apartment Has New White Kitchen Cabinets,1,475.0,1104,2021-01-19 14:22,https://charlottesville.craigslist.org/apa/d/charlottesville-this-1br-1ba-apartment/7264585339.html
